,0,1,2,3,4,5,6,7,8,9,10
0,100000000,0.01,1.00E-05,-0.1,0,0.03,0,-0.1,0,4.423694481,0.01
1,100000000,0.01,1.00E-05,-0.1,0,0.03,0,-0.1,0,464.7500968,0.02
1,100000000,0.01,1.00E-05,-0.1,0,0.03,0,-0.1,0,616.48,0.025
1,100000000,0.01,1.00E-05,-0.1,0,0.03,0,-0.1,0,0.0427354,0.005
1,100000000,0.01,1.00E-05,-0.1,0,0.03,0,-0.1,0,91.933957,0.015
