,0,1,2,3,4,5,6,7,8,9,10,11
0,100000000.0,0.01,1e-05,-0.1,0.0,0.01,1e-05,-0.1,0.0,0.0,0.8620687140959952,5.52125225215378e-06
1,100000000.0,0.01,1e-05,-0.1,0.0,0.01,1e-05,-0.1,0.0,0.0044444444444444444,19.0182469609185,5.996280762624684e-06
2,100000000.0,0.01,1e-05,-0.1,0.0,0.01,1e-05,-0.1,0.0,0.008888888888888889,221.2848841792725,5.913671029794749e-06
3,100000000.0,0.01,1e-05,-0.1,0.0,0.01,1e-05,-0.1,0.0,0.013333333333333332,2831.753631093385,4.850354187535294e-06
4,100000000.0,0.01,1e-05,-0.1,0.0,0.01,1e-05,-0.1,0.0,0.017777777777777778,19908.448954632233,5.0351311629522154e-06
5,100000000.0,0.01,1e-05,-0.1,0.0,0.01,1e-05,-0.1,0.0,0.022222222222222223,89868.17088102762,4.734529654024683e-06
6,100000000.0,0.01,1e-05,-0.1,0.0,0.01,1e-05,-0.1,0.0,0.026666666666666665,391550.191431813,5.7022149878697144e-06
7,100000000.0,0.01,1e-05,-0.1,0.0,0.01,1e-05,-0.1,0.0,0.03111111111111111,1118548.1480831844,6.470206300870211e-06
8,100000000.0,0.01,1e-05,-0.1,0.0,0.01,1e-05,-0.1,0.0,0.035555555555555556,2501698.4968391806,5.288302021387198e-06
9,100000000.0,0.01,1e-05,-0.1,0.0,0.01,1e-05,-0.1,0.0,0.04,4298523.046960634,4.598821811812136e-06
10,4.9612648408064836e-05,,,,,,,,,,,
