,0,1,2,3,4,5,6,7,8,9,10,11
0,100000000.0,0.01,1e-05,0.0,0.0,0.012,0.0001,0.0,0.0,1e-10,0.00014510406818683122,10.0
1,100000000.0,0.01,1e-05,0.0,0.0,0.012,6.951927961775606e-05,0.0,0.0,1e-10,0.00012737734750806494,6.951927961775605
2,100000000.0,0.01,1e-05,0.0,0.0,0.012,4.832930238571754e-05,0.0,0.0,1e-10,0.00011261574205617985,4.832930238571754
3,100000000.0,0.01,1e-05,0.0,0.0,0.012,3.359818286283783e-05,0.0,0.0,1e-10,0.00010001543120662939,3.3598182862837827
4,100000000.0,0.01,1e-05,0.0,0.0,0.012,2.335721469090123e-05,0.0,0.0,1e-10,8.897303683942768e-05,2.3357214690901227
5,100000000.0,0.01,1e-05,0.0,0.0,0.012,1.623776739188722e-05,0.0,0.0,1e-10,7.920017448547696e-05,1.6237767391887217
6,100000000.0,0.01,1e-05,0.0,0.0,0.012,1.1288378916846894e-05,0.0,0.0,1e-10,7.094269198089594e-05,1.1288378916846893
7,100000000.0,0.01,1e-05,0.0,0.0,0.012,7.847599703514615e-06,0.0,0.0,1e-10,6.361181311208489e-05,0.7847599703514615
8,100000000.0,0.01,1e-05,0.0,0.0,0.012,5.455594781168521e-06,0.0,0.0,1e-10,5.7278700650953545e-05,0.545559478116852
9,100000000.0,0.01,1e-05,0.0,0.0,0.012,3.79269019073225e-06,0.0,0.0,1e-10,5.177238294936199e-05,0.37926901907322497
10,100000000.0,0.01,1e-05,0.0,0.0,0.012,2.6366508987303585e-06,0.0,0.0,1e-10,4.671418836635478e-05,0.26366508987303583
11,100000000.0,0.01,1e-05,0.0,0.0,0.012,1.8329807108324368e-06,0.0,0.0,1e-10,4.260910996879962e-05,0.18329807108324367
12,100000000.0,0.01,1e-05,0.0,0.0,0.012,1.2742749857031341e-06,0.0,0.0,1e-10,3.881080865026447e-05,0.1274274985703134
13,100000000.0,0.01,1e-05,0.0,0.0,0.012,8.858667904100833e-07,0.0,0.0,1e-10,3.520859090778802e-05,0.08858667904100832
14,100000000.0,0.01,1e-05,0.0,0.0,0.012,6.158482110660267e-07,0.0,0.0,1e-10,3.2175961131367775e-05,0.06158482110660267
15,100000000.0,0.01,1e-05,0.0,0.0,0.012,4.2813323987193964e-07,0.0,0.0,1e-10,2.9362934874534917e-05,0.04281332398719396
16,100000000.0,0.01,1e-05,0.0,0.0,0.012,2.9763514416313195e-07,0.0,0.0,1e-10,2.6860616115157635e-05,0.029763514416313194
17,100000000.0,0.01,1e-05,0.0,0.0,0.012,2.0691380811147903e-07,0.0,0.0,1e-10,2.4627769804472347e-05,0.0206913808111479
18,100000000.0,0.01,1e-05,0.0,0.0,0.012,1.4384498882876632e-07,0.0,0.0,1e-10,2.2531102553139698e-05,0.01438449888287663
19,100000000.0,0.01,1e-05,0.0,0.0,0.012,1.0000000000000001e-07,0.0,0.0,1e-10,2.0645297289247852e-05,0.01
20,4.945747483879712e-05,,,,,,,,,,,
