,0,1,2,3,4,5,6,7,8,9
0,100000000,0.01,1.00E-05,-0.1,0,0.005,1.00E-07,-0.1,0,0.768538175
1,100000000,0.01,1.00E-05,-0.1,0,0.005,1.00E-06,-0.1,0,0.723288183
0,100000000,0.01,1.00E-05,-0.1,0,0.005,1.00E-05,-0.1,0,1.105746761
1,100000000,0.01,1.00E-05,-0.1,0,0.005,0.0001,-0.1,0,39.26400645
2,100000000,0.01,1.00E-05,-0.1,0,0.005,0.001,-0.1,0,404.6333522
