,0,1,2,3,4,5,6,7,8,9
0,100000000,0.01,1.00E-05,-0.1,0,0.02,1.00E-10,-0.1,0,0.785695426
1,100000000,0.01,1.00E-05,-0.1,0,0.02,1.00E-09,-0.1,0,1.120199086
2,100000000,0.01,1.00E-05,-0.1,0,0.02,1.00E-08,-0.1,0,4.518806477
0,100000000,0.01,1.00E-05,-0.1,0,0.02,1.00E-07,-0.1,0,56.07685617
1,100000000,0.01,1.00E-05,-0.1,0,0.02,1.00E-06,-0.1,0,264.498892
2,100000000,0.01,1.00E-05,-0.1,0,0.02,1.00E-05,-0.1,0,507.5931293
3,100000000,0.01,1.00E-05,-0.1,0,0.02,0.0001,-0.1,0,832.6940431
