,0,1,2,3,4,5,6,7,8,9,10
0,100000000,0.01,1.00E-05,-0.1,0,0.03,0.000115,-0.1,0,5.040238636,-0.015
1,100000000,0.01,1.00E-05,-0.1,0,0.03,0.000115,-0.1,0,2.486712434,-0.02
2,100000000,0.01,1.00E-05,-0.1,0,0.03,0.000115,-0.1,0,0.818077041,-0.025
3,100000000,0.01,1.00E-05,-0.1,0,0.03,0.000115,-0.1,0,0.413973846,-0.03
1,100000000,0.01,1.00E-05,-0.1,0,0.03,0.000115,-0.1,0,12.07110811,-0.01
2,100000000,0.01,1.00E-05,-0.1,0,0.03,0.000115,-0.1,0,32.08433641,-0.005
3,100000000,0.01,1.00E-05,-0.1,0,0.03,0.000115,-0.1,0,60.6823721,0
,,,,,,,,,,,
,,,,,,,,,,,
