,0,1,2,3,4,5,6,7,8,9,10,11,12
0,100000000.0,0.01,1e-05,0.0,0.0,0.01,1e-05,0.0,0.0,1e-10,1.0137862778019178,1.0,8.423641879025506e-06
1,100000000.0,0.01,1e-05,0.0,0.0,0.01,1.668100537200059e-05,0.0,0.0,1e-10,6.164299329854936,1.6681005372000588,8.638166549830806e-06
2,100000000.0,0.01,1e-05,0.0,0.0,0.01,2.7825594022071246e-05,0.0,0.0,1e-10,45.10378683463644,2.7825594022071245,7.799917984292486e-06
3,100000000.0,0.01,1e-05,0.0,0.0,0.01,4.641588833612779e-05,0.0,0.0,1e-10,222.15792634396092,4.641588833612778,8.536532847397095e-06
4,100000000.0,0.01,1e-05,0.0,0.0,0.01,7.74263682681127e-05,0.0,0.0,1e-10,937.623942060651,7.742636826811269,7.597303680296214e-06
5,100000000.0,0.01,1e-05,0.0,0.0,0.01,0.0001291549665014884,0.0,0.0,1e-10,3903.336213818306,12.91549665014884,7.949324966969254e-06
6,100000000.0,0.01,1e-05,0.0,0.0,0.01,0.00021544346900318834,0.0,0.0,1e-10,11383.077233426306,21.544346900318832,9.274164339536911e-06
7,100000000.0,0.01,1e-05,0.0,0.0,0.01,0.0003593813663804626,0.0,0.0,1e-10,31014.054211286417,35.93813663804626,8.313275430469969e-06
8,100000000.0,0.01,1e-05,0.0,0.0,0.01,0.000599484250318941,0.0,0.0,1e-10,74278.33792857685,59.94842503189409,9.026543024351821e-06
9,100000000.0,0.01,1e-05,0.0,0.0,0.01,0.001,0.0,0.0,1e-10,195511.12512146033,100.0,8.677049412420514e-06
10,4.951592882777729e-05,,,,,,,,,,,,
