,0,1,2,3,4,5,6,7,8,9
0,100000000,0.01,1.00E-05,-0.1,0,0.08618,1.00E-08,-0.1,0,2.039817194
1,100000000,0.01,1.00E-05,-0.1,0,0.08618,1.00E-07,-0.1,0,36.6016115
2,100000000,0.01,1.00E-05,-0.1,0,0.08618,2.48E-07,-0.1,0,74.66950471
2,100000000,0.01,1.00E-05,-0.1,0,0.08618,1.00E-06,-0.1,0,390.1373165
3,100000000,0.01,1.00E-05,-0.1,0,0.08618,1.00E-05,-0.1,0,1633.169392
0,100000000,0.01,1.00E-05,-0.1,0,0.08618,0.0001,-0.1,0,2700.720771
1,100000000,0.01,1.00E-05,-0.1,0,0.08618,0.001,-0.1,0,4242.258703
2,100000000,0.01,1.00E-05,-0.1,0,0.08618,0.01,-0.1,0,7226.058239
