,0,1,2,3,4,5,6,7,8,9
0,100000000,0.01,1.00E-05,-0.1,0,0.03,1.00E-06,-0.1,0,0.970302327
1,100000000,0.01,1.00E-05,-0.1,0,0.03,1.00E-05,-0.1,0,1.661060897
2,100000000,0.01,1.00E-05,-0.1,0,0.03,0.00003,-0.1,0,3.853367093
5,100000000,0.01,1.00E-05,-0.1,0,0.03,0.00006,-0.1,0,10.4913
3,100000000,0.01,1.00E-05,-0.1,0,0.03,0.000115,-0.1,0,60.6823721
3,100000000,0.01,1.00E-05,-0.1,0,0.03,0.00016475,-0.1,0,188.8583025
3,100000000,0.01,1.00E-05,-0.1,0,0.03,0.001,-0.1,0,1558.792662
4,100000000,0.01,1.00E-05,-0.1,0,0.03,0.000464159,-0.1,0,1039.110701
