,0,1,2,3,4,5,6,7,8,9
0,100000000,0.01,1.00E-05,-0.1,0,0.07618,1.00E-08,-0.1,0,1.412441137
1,100000000,0.01,1.00E-05,-0.1,0,0.07618,1.00E-07,-0.1,0,8.253060518
2,100000000,0.01,1.00E-05,-0.1,0,0.07618,1.00E-06,-0.1,0,211.0727145
3,100000000,0.01,1.00E-05,-0.1,0,0.07618,1.00E-05,-0.1,0,1351.987875
0,100000000,0.01,1.00E-05,-0.1,0,0.07618,0.0001,-0.1,0,2367.073951
1,100000000,0.01,1.00E-05,-0.1,0,0.07618,0.001,-0.1,0,3834.2733
2,100000000,0.01,1.00E-05,-0.1,0,0.07618,0.01,-0.1,0,6319.745928
