,0,1,2,3,4,5,6,7,8,9
0,100000000.0,0.01,1e-05,-0.1,0.0,0.03,1e-06,-0.1,0.0,1.0051116122236765
1,100000000.0,0.01,1e-05,-0.1,0.0,0.03,2.1544346900318823e-05,-0.1,0.0,2.2706312204163055
2,100000000.0,0.01,1e-05,-0.1,0.0,0.03,0.00046415888336127773,-0.1,0.0,1039.110700636908
3,100000000.0,0.01,1e-05,-0.1,0.0,0.03,0.01,-0.1,0.0,3065.4258497748788
