,0,1,2,3,4,5,6,7,8,9,10,11
0,100000000,0.01,1.00E-05,0,0,0.04,1.00E-05,0,0,-0.0489,1.438,8.10E-06
1,100000000,0.01,1.00E-05,0,0,0.04,1.00E-05,0,0,-0.04445,2.70513,7.87E-06
0,100000000,0.01,1.00E-05,0,0,0.04,1.00E-05,0,0,-0.04,9.109392344,8.10E-06
1,100000000,0.01,1.00E-05,0,0,0.04,1.00E-05,0,0,-0.035555556,22.5965645,7.87E-06
2,100000000,0.01,1.00E-05,0,0,0.04,1.00E-05,0,0,-0.031111111,94.85155359,9.30E-06
3,100000000,0.01,1.00E-05,0,0,0.04,1.00E-05,0,0,-0.026666667,216.5188776,8.06E-06
4,100000000,0.01,1.00E-05,0,0,0.04,1.00E-05,0,0,-0.022222222,667.3911391,8.15E-06
5,100000000,0.01,1.00E-05,0,0,0.04,1.00E-05,0,0,-0.017777778,1469.957844,9.42E-06
6,100000000,0.01,1.00E-05,0,0,0.04,1.00E-05,0,0,-0.013333333,3034.509943,8.18E-06
7,100000000,0.01,1.00E-05,0,0,0.04,1.00E-05,0,0,-0.008888889,5890.876071,8.34E-06
8,100000000,0.01,1.00E-05,0,0,0.04,1.00E-05,0,0,-0.004444445,13001.60762,7.79E-06
9,100000000,0.01,1.00E-05,0,0,0.04,1.00E-05,0,0,-1.00E-10,34814.13167,7.90E-06
10,4.95E-05,,,,,,,,,,,
,,,,,,,,,,,,
