,0,1,2,3,4,5,6,7,8,9,10,11,12
0,100000000.0,0.01,1e-05,0.0,0.0,0.012,1e-05,0.0,0.0,1e-10,28.992047715208095,1.0,8.098712468738398e-06
1,100000000.0,0.01,1e-05,0.0,0.0,0.012,7.742636826811272e-06,0.0,0.0,1e-10,12.988467562251142,1.2915496650148839,8.331975869652998e-06
2,100000000.0,0.01,1e-05,0.0,0.0,0.012,5.994842503189411e-06,0.0,0.0,1e-10,6.2951776942131445,1.6681005372000588,7.821389102951773e-06
3,100000000.0,0.01,1e-05,0.0,0.0,0.012,4.641588833612779e-06,0.0,0.0,1e-10,3.377458953568312,2.1544346900318834,8.192079588806639e-06
4,100000000.0,0.01,1e-05,0.0,0.0,0.012,3.593813663804628e-06,0.0,0.0,1e-10,1.1325373036495263,2.7825594022071245,8.60737038787171e-06
5,100000000.0,0.01,1e-05,0.0,0.0,0.012,2.7825594022071247e-06,0.0,0.0,1e-10,0.5755704881056658,3.5938136638046276,8.476694867853503e-06
6,100000000.0,0.01,1e-05,0.0,0.0,0.012,2.154434690031884e-06,0.0,0.0,1e-10,0.24585704231208336,4.641588833612778,9.625827512970176e-06
7,100000000.0,0.01,1e-05,0.0,0.0,0.012,1.6681005372000591e-06,0.0,0.0,1e-10,0.09639325879774559,5.9948425031894095,7.971088827205118e-06
8,100000000.0,0.01,1e-05,0.0,0.0,0.012,1.291549665014884e-06,0.0,0.0,1e-10,0.056648428143859085,7.74263682681127,8.877963673780924e-06
9,100000000.0,0.01,1e-05,0.0,0.0,0.012,1.0000000000000002e-06,0.0,0.0,1e-10,0.02727138706160244,10.0,9.086305169845512e-06
10,4.955099008470657e-05,,,,,,,,,,,,
