,0,1,2,3,4,5,6,7,8,9,10,11
0,100000000,0.01,1.00E-05,0,0,0.012,1.00E-05,0,0,0.921973901,1.2,3
0,100000000,0.01,1.00E-05,0,0,0.017,1.00E-05,0,0,239.0298017,1.7,3
1,100000000,0.01,1.00E-05,0,0,0.02,1.00E-05,0,0,1834.859689,2,3
0,100000000,0.01,1.00E-05,0,0,0.0225,1.00E-05,0,0,4695.020391,2.25,3
2,100000000,0.01,1.00E-05,0,0,0.025,1.00E-05,0,0,7908.169994,2.5,3
0,100000000,0.01,1.00E-05,0,0,0.02875,1.00E-05,0,0,17948.52888,2.875,3
0,100000000,0.01,1.00E-05,0,0,0.0325,1.00E-05,0,0,18252.79721,3.25,3
0,100000000,0.01,1.00E-05,0,0,0.03625,1.00E-05,0,0,24305.00539,3.625,3
0,100000000,0.01,1.00E-05,0,0,0.04,1.00E-05,0,0,30267.48148,4,3
1,100000000,0.01,1.00E-05,0,0,0.045,1.00E-05,0,0,29841.53442,4.5,3
1,100000000,0.01,1.00E-05,0,0,0.05,1.00E-05,0,0,41824.99629,5,3
2,100000000,0.01,1.00E-05,0,0,0.055,1.00E-05,0,0,34128.01911,5.5,3
2,100000000,0.01,1.00E-05,0,0,0.06,1.00E-05,0,0,39690.0588,6,3
