,0,1,2,3,4,5,6,7,8,9,10,11
0,100000000,0.01,1.00E-05,0,0,0.01,1.00E-05,0,0,0.860791284,1,3
0,100000000,0.01,1.00E-05,0,0,0.011,1.00E-05,0,0,3.98296487,1.1,3
1,100000000,0.01,1.00E-05,0,0,0.012,1.00E-05,0,0,11.32003568,1.2,3
1,100000000,0.01,1.00E-05,0,0,0.013,1.00E-05,0,0,32.90262198,1.3,3
0,100000000,0.01,1.00E-05,0,0,0.014,1.00E-05,0,0,130.1640154,1.4,3
0,100000000,0.01,1.00E-05,0,0,0.0155,1.00E-05,0,0,315.2958963,1.55,3
1,100000000,0.01,1.00E-05,0,0,0.017,1.00E-05,0,0,950.9618496,1.7,3
1,100000000,0.01,1.00E-05,0,0,0.0185,1.00E-05,0,0,1761.745647,1.85,3
0,100000000,0.01,1.00E-05,0,0,0.02,1.00E-05,0,0,3088.935774,2,3
0,100000000,0.01,1.00E-05,0,0,0.0225,1.00E-05,0,0,6309.184624,2.25,3
1,100000000,0.01,1.00E-05,0,0,0.025,1.00E-05,0,0,11624.40806,2.5,3
1,100000000,0.01,1.00E-05,0,0,0.02875,1.00E-05,0,0,12796.08333,2.875,3
0,100000000,0.01,1.00E-05,0,0,0.0325,1.00E-05,0,0,20083.52496,3.25,3
0,100000000,0.01,1.00E-05,0,0,0.03625,1.00E-05,0,0,24593.23206,3.625,3
0,100000000,0.01,1.00E-05,0,0,0.04,1.00E-05,0,0,33442.56735,4,3
1,100000000,0.01,1.00E-05,0,0,0.045,1.00E-05,0,0,28760.06317,4.5,3
1,100000000,0.01,1.00E-05,0,0,0.05,1.00E-05,0,0,26472.64794,5,3
2,100000000,0.01,1.00E-05,0,0,0.055,1.00E-05,0,0,33924.48252,5.5,3
2,100000000,0.01,1.00E-05,0,0,0.06,1.00E-05,0,0,49906.63992,6,3
