,0,1,2,3,4,5,6,7,8,9,10,11
0,100000000,0.01,1.00E-05,0,0,0.012,1.00E-05,0,0,0.260327857,1.2,2
0,100000000,0.01,1.00E-05,0,0,0.014,1.00E-05,0,0,2.755594119,1.4,2
0,100000000,0.01,1.00E-05,0,0,0.017,1.00E-05,0,0,55.41936811,1.7,2
1,100000000,0.01,1.00E-05,0,0,0.02,1.00E-05,0,0,550.1314693,2,2
0,100000000,0.01,1.00E-05,0,0,0.0225,1.00E-05,0,0,2166.416718,2.25,2
2,100000000,0.01,1.00E-05,0,0,0.025,1.00E-05,0,0,6936.481102,2.5,2
0,100000000,0.01,1.00E-05,0,0,0.02875,1.00E-05,0,0,11680.64551,2.875,2
0,100000000,0.01,1.00E-05,0,0,0.0325,1.00E-05,0,0,22127.1463,3.25,2
0,100000000,0.01,1.00E-05,0,0,0.04,1.00E-05,0,0,25037.16958,4,2
1,100000000,0.01,1.00E-05,0,0,0.05,1.00E-05,0,0,37470.06886,5,2
2,100000000,0.01,1.00E-05,0,0,0.06,1.00E-05,0,0,40481.43883,6,2
