,0,1,2,3,4,5,6,7,8,9,10
0,100000000,0.01,1.00E-05,-0.1,0,0.03,4.20E-08,-0.1,0,99.06807347,-1.00E-06
1,100000000,0.01,1.00E-05,-0.1,0,0.03,4.20E-08,-0.1,0,24.71885678,-0.005
0,100000000,0.01,1.00E-05,-0.1,0,0.03,4.20E-08,-0.1,0,4.872779065,-0.01
1,100000000,0.01,1.00E-05,-0.1,0,0.03,4.20E-08,-0.1,0,0.098824503,-0.02
1,100000000,0.01,1.00E-05,-0.1,0,0.03,4.20E-08,-0.1,0,0.78202,-0.015
