,0,1,2,3,4,5,6,7,8,9,10
0,100000000,0.01,1.00E-05,-0.1,0,0,1.00E-05,-0.1,0,0.417191726,0.03
1,100000000,0.01,1.00E-05,-0.1,0,0,1.00E-05,-0.1,0,4.515958751,0.04
0,100000000,0.01,1.00E-05,-0.1,0,0,1.00E-05,-0.1,0,29.64724145,0.05
1,100000000,0.01,1.00E-05,-0.1,0,0,1.00E-05,-0.1,0,200.41408,0.06
0,100000000,0.01,1.00E-05,-0.1,0,0,1.00E-05,-0.1,0,783.6422522,0.07
1,100000000,0.01,1.00E-05,-0.1,0,0,1.00E-05,-0.1,0,1572.06286,0.08
2,0.000574437,,,,,,,,,,
